OF_ID,createTime,updateTime,finishTime,Location_ST,Location_City,Location_State,Location_StateFIPS,Location_Zip,x,y,marketname,Market_Website,Market_Facebook,Market_Twitter,season1_date,season1_time,season1_notes,season1_products,season2_date,season2_time,season2_notes,season2_products,season3_date,season3_time,season3_notes,season3_products,season4_date,season4_time,season4_notes,season4_products,Product_1,Product_2,Product_3,Product_4,Product_5,Product_6,Product_7,Product_8,Product_9,Product_10,Product_11,Product_12,Product_13,Product_14,Product_15,Product_16,Product_17,Product_18,Product_19,Product_20,Product_21,Product_22,Product_23,Product_24,Product_25,Product_26,Product_27,Product_28,ActivityList,Activity_1,Activity_2,Activity_3,Activity_4,Activity_5,Activity_6,Activity_7,Activity_8,Activity_9,Activity_10,Activity_11,FacilitiesList,Facilities_1,Facilities_2,Facilities_3,Facilities_4,Facilities_5,Payment_2,Payment_3,Payment_4,Payment_1
4017467,9/23/2014 18:04,9/23/2014 18:12,9/23/2014 18:12,45 Turkey Plain RD,Bethel,Connecticut,9,6801,-73.4167499,41.346284,Holbrook Farm Market and Bakery,http://holbrookfarm.net/index.html,https://www.facebook.com/pages/Holbrook-Farm/201052823263981?ref=br_tf,,04/01/2014 to 11/29/2014,Mon: 9:00 AM - 6:00 PM;Tue: 9:00 AM - 6:00 PM;Wed: 9:00 AM - 6:00 PM;Thu: 9:00 AM - 6:00 PM;Fri: 9:00 AM - 6:00 PM;Sat: 9:00 AM - 6:00 PM;,,Baked goods; Canned or preserved food; Coffee and/or tea; Crafts and/or woodworking items; Cut flowers; Dairy products; Eggs; Fish and/or seafood; Herbs; Fresh fruits; Fresh vegetables; Honey; Juices; Maple products; Mushrooms; Pet food; Poultry products; Prepared foods; Non-poultry meat; Soap; Wild harvested forest products;,,,,,,,,,,,,,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,1,0
4017487,9/30/2014 19:51,3/19/2015 13:00,3/19/2015 13:00,23556 Southwest Gage Road,WIKSONVILLE,Oregon,41,97070,-122.728923,45.346973,HOLLY BLUE ACRES,SAME,,,06/08/2015 to 09/01/2015,,2014 HARVEST IS OVER FOR FRESH BLUEBERRIES FROZEN AVAILABLE FROM AUGUST TO JULY 2015,Fresh fruits;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,Hand washing station(s); Picnic areas without tables; ,1,0,1,0,0,1,1,0,0
4017488,10/1/2014 10:48,3/19/2015 13:08,3/19/2015 13:08,N9488 Rte G,St. Cloud,Wisconsin,55,53079,-88.205826,43.885353,Holyland Berries Farm,,https://www.facebook.com/HolylandBerries,,08/01/2014 to 10/18/2015,,"Call to check on crop availability, and schedule picking time",Fresh fruits; Fresh vegetables; Raspberries - U-pick or pre-pick;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,0
4017378,9/2/2014 18:46,9/2/2014 19:16,9/2/2014 19:16,497 Blackwater rd,saint george,Georgia,13,31562,-82.057765,30.552726,Homestead Basket,Homesteadbasket.com,www.facebook.com/homesteadbasket,,01/01/2014 to 12/31/2014,Fri: 9:00 AM - 4:00 PM;Sat: 9:00 AM - 4:00 PM;,,Baked goods; Canned or preserved food; Crafts and/or woodworking items; Eggs; Herbs; Fresh vegetables; Honey; Poultry products; Non-poultry meat; Soap;,,,,,,,,,,,,,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,Educational tours/ classes; Family/ youth activities;  ,0,1,0,1,0,0,0,0,0,0,0,Hand washing station(s); ,1,0,0,0,0,1,0,1,0
4017481,9/29/2014 19:31,9/29/2014 20:04,9/29/2014 20:04,14861 Enterprise Road,Heyworth,Illinois,17,61745,-88.901989,40.265904,Homestead Harvests LLC,,https://www.facebook.com/HomesteadHarvests,,01/01/2014 to 12/31/2014,Sat: 8:00 AM - 4:00 PM;Sun: 8:00 AM - 4:00 PM;,Please email first for farm tours or information on purchasing grassfed beef or apples.,Fresh fruits; Non-poultry meat;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Educational tours/ classes; Family/ youth activities;   Other: Available for 4H Tours;,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,1,0
4022245,12/13/2016 6:26,12/13/2016 6:38,12/13/2016 6:38,26 NE 80th Street,Spickard,Missouri,29,64679,-93.588959,40.189456,Homestead Hill Farm & Nursery,homesteadhillfarming.com,https://www.facebook.com/HomesteadHillFarmandNursery/,,04/01/2017 to 12/01/2017,Fri: 10:00 AM - 7:00 PM;Sat: 10:00 AM - 5:00 PM;Sun: 12:00 PM - 4:00 PM;,,Baked goods; Bedding plants; Canned or preserved food; Crafts and/or woodworking items; Cut flowers; Eggs; Herbs; Fresh fruits; Fresh vegetables; Nursery stock; Soap; Wild harvested forest products;,,,,,,,,,,,,,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,Educational tours/ classes; ,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,1,0
4017329,8/27/2014 17:21,8/27/2014 17:34,8/27/2014 17:34,175 Olsen Rd,Gwinn ,Michigan,26,49841,-87.398745,46.405359,Homestead Honey Farm,,https://www.facebook.com/HomesteadHoneyFarm,,09/01/2014 to 10/31/2014,Mon: 8:00 AM - 6:00 PM;Tue: 8:00 AM - 6:00 PM;Wed: 8:00 AM - 6:00 PM;Thu: 8:00 AM - 6:00 PM;Fri: 8:00 AM - 6:00 PM;Sat: 8:00 AM - 6:00 PM;Sun: 8:00 AM - 6:00 PM;,"Honey is sold using an ""Honor System"" honey stand.",Honey;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,0
4000943,,7/28/2014 22:32,7/28/2014 22:32,Box 532,Oakland,Iowa,19,51560,-95.3957997,41.3094375,Honey Creek Farms ,neverendingharvest.com,https://www.facebook.com/neverendingharvestvideos,,,,,Baked goods; Canned or preserved food; Fresh fruits; Fresh vegetables; Poultry products;,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0
4017537,10/23/2014 21:33,10/23/2014 21:45,10/23/2014 21:45,1250 Kinderhook Rd ,Chittenango,New York,36,13037,-75.913081,43.064624,Honey Hill Orchard & Apiaries,,Honey Hill Orchard & Apiary,,08/16/2014 to 11/08/2014,Mon: 9:00 AM - 6:00 PM;Tue: 9:00 AM - 6:00 PM;Wed: 9:00 AM - 6:00 PM;Thu: 9:00 AM - 6:00 PM;Fri: 9:00 AM - 6:00 PM;Sat: 9:00 AM - 6:00 PM;Sun: 9:00 AM - 6:00 PM;,"Roadside stand, additional hours available by appointment",Fresh fruits; Honey;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0
4017754,2/6/2016 2:31,2/6/2016 2:38,2/6/2016 2:38,1350 Stoney Creek Dr,Cedar Hill,Texas,48,75104,-96.937545,32.561252,Honey's Acres Farm,,Honey's Acres Farm,,01/01/2016 to 12/31/2016,,,Baked goods; Canned or preserved food; Eggs; Herbs; Fresh vegetables; Grains and/or flour; Honey; Poultry products; Non-poultry meat;,,,,,,,,,,,,,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,Educational tours/ classes; ,0,1,0,0,0,0,0,0,0,0,0,Hand washing station(s); Flush toilets; ,1,1,0,0,0,1,1,1,0
4004013,,3/23/2015 21:27,3/23/2015 21:27,16100 FM 2590,Amarillo,Texas,48,79119,-101.937588,35.04645,Honey's Farm Fresh,www.honeysfarmfresh.com,https://www.facebook.com/pages/Honeys-Farm-Fresh/201738469838822,,01/01/2015 to 12/31/2015,,,Eggs; Honey; Poultry products; Soap;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,1,0
4013856,,9/16/2014 12:24,9/16/2014 12:24,897 Redwood Road,Broken Bow,Oklahoma,40,74728,-94.774638,34.054489,HoneyBear Ranch,www.honeybear-ranch.com,HoneyBear Ranch,,01/01/2015 to 03/01/2015,Thu: 10:00 AM - 6:00 PM;Fri: 10:00 AM - 6:00 PM;Sat: 10:00 AM - 6:00 PM;,,Canned or preserved food; Eggs; Nursery stock;,04/01/2015 to 08/01/2015,Thu: 10:00 AM - 6:00 PM;Fri: 10:00 AM - 6:00 PM;Sat: 10:00 AM - 6:00 PM;,,Bedding plants; Canned or preserved food; Eggs; Herbs; Fresh vegetables; Nursery stock;,09/01/2014 to 12/31/2014,Thu: 10:00 AM - 6:00 PM;Fri: 10:00 AM - 6:00 PM;Sat: 10:00 AM - 6:00 PM;,,Bedding plants; Canned or preserved food; Eggs; Herbs; Nursery stock;,,,,,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Educational tours/ classes; Family/ youth activities;   Other: Spring and Fall Planting Festivals with guest speakers who are experts in their field.;,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0
4000941,,7/30/2014 13:15,7/30/2014 13:15,9642 Randle Road,Williamsport,Ohio,39,43164,-83.129594,39.6525,Honeyrun Farm,www.honeyrunfarm.com,https://www.facebook.com/honeyrunfarm,,01/01/2014 to 12/31/2014,Mon: 7:00 AM - 8:00 PM;Tue: 7:00 AM - 8:00 PM;Wed: 7:00 AM - 8:00 PM;Thu: 7:00 AM - 8:00 PM;Fri: 7:00 AM - 8:00 PM;Sat: 7:00 AM - 8:00 PM;Sun: 7:00 AM - 8:00 PM;,Farmstand operates via the honor system.,Honey;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0
4003158,,7/26/2014 18:46,7/26/2014 18:46,4333 Kingston Hwy,Loudon,Tennessee,47,37774,-84.381906,35.838957,Honeys Blueberry Farm,,,,05/22/2014 to 08/30/2014,Mon: 8:00 AM - 7:00 PM;Tue: 8:00 AM - 7:00 PM;Wed: 8:00 AM - 7:00 PM;Thu: 8:00 AM - 7:00 PM;Fri: 8:00 AM - 7:00 PM;Sat: 8:00 AM - 7:00 PM;,Open 7 days in July,Fresh fruits; Honey;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,Picnic areas with tables; ,0,0,0,1,0,1,0,0,0
4016577,,7/27/2014 16:23,7/27/2014 16:23,8276 Ibis Street,Sarasota,Florida,12,34241,-82.434218,27.239731,Honeyside Farms,www.honeysidefarms.com,https://www.facebook.com/HoneysideFarms,,02/21/2015 to 03/29/2015,Sat: 9:00 AM - 1:00 PM;Sun: 9:00 AM - 1:00 PM;,Call to check dates,Fresh fruits; Fresh vegetables;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,Hand washing station(s); Flush toilets; ,1,1,0,0,0,1,0,0,0
4017605,2/12/2015 2:41,2/12/2015 2:55,2/12/2015 2:55,,Clare,Michigan,26,48617,-84.768971,43.85151,Honor Box Produce by Crawford Farms,http://www.MichiganFarmFreshProduce.com,https://www.facebook.com/MichiganFarmMarket,,05/01/2015 to 12/31/2015,,Open Every Day From Daylight Until Dark. Honor Box When We Aren't There,Baked goods; Canned or preserved food; Crafts and/or woodworking items; Cut flowers; Dairy products; Eggs; Herbs; Fresh fruits; Fresh vegetables; Honey; Maple products;,09/15/2015 to 12/31/2015,,,Fresh fruits; Deer Feed;,,,,,,,,,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0, Other: We have lots of Pumpkins and Fall Decor in the Fall!;,0,0,0,0,0,0,0,0,0,0,0,Hand washing station(s); Flush toilets; ,1,1,0,0,0,1,1,1,0
4003853,,3/23/2015 14:15,3/23/2015 14:15,3801 Straight Hill Rd,Hood River,Oregon,41,97031,-121.5433735,45.6152453,Hood River Lavender Farm,http://hoodriverlavender.com,www.facebook.com/hoodriverlavender,https://twitter.com/Lavenderfarm,05/01/2015 to 10/31/2015,Wed: 10:00 AM - 5:00 PM;Thu: 10:00 AM - 5:00 PM;Fri: 10:00 AM - 5:00 PM;Sat: 10:00 AM - 5:00 PM;Sun: 11:00 AM - 5:00 PM;,Closed Monday and Tuesday,Canned or preserved food; Coffee and/or tea; Cut flowers; Herbs; Nursery stock; Soap;,,,,,,,,,,,,,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"Pick Your Own/U-Pick operation; Tours of manufacturing facilities;  Other: Lavender Festival July 18 & 19, 2015;",0,0,0,0,1,1,0,0,0,0,0,Hand washing station(s); Picnic areas without tables; Picnic areas with tables; ,1,0,1,1,0,1,1,1,0
4003628,,8/13/2014 20:41,8/13/2014 20:41,86 Old Spring Hill Rd,Scottsville,Virginia,51,24590,-78.4628,37.808923,"Hope of Glory Farm, LLC",http://www.hopeofgloryfarm.com/,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,1,0
4014440,,9/16/2014 13:56,9/16/2014 13:56,434 Camden Road,Hope,Maine,23,4847,-69.1567388,44.2636548,Hope Orchards,www.hopeorchards.com,www.facebook.com/HopeOrchards,,09/13/2014 to 09/30/2014,Fri: 9:00 AM - 5:00 PM;Sat: 9:00 AM - 5:00 PM;Sun: 9:00 AM - 5:00 PM;,,Canned or preserved food; Fresh fruits; Fresh vegetables; Honey; Juices; Maple products;,10/01/2014 to 10/31/2014,Wed: 12:00 PM - 6:00 PM;Thu: 12:00 PM - 6:00 PM;Fri: 9:00 AM - 5:00 PM;Sat: 9:00 AM - 5:00 PM;Sun: 9:00 AM - 5:00 PM;,,Canned or preserved food; Fresh fruits; Fresh vegetables; Honey; Juices;,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,Picnic areas without tables; Picnic areas with tables; ,0,0,1,1,0,1,1,1,0
4017143,8/4/2014 18:12,8/4/2014 18:22,,14242 River Road,South Boston,Virginia,51,24592,-79.1248697,36.6753273,"Hudson Heritage Farms, LLC",https://sites.google.com/site/hudsonheritagefarms/,https://www.facebook.com/pages/Hudson-Heritage-Farms-LLC/172016466152452,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
4017169,8/7/2014 14:11,8/7/2014 14:26,8/7/2014 14:26,616 Stout St,Walsenburg ,Colorado,8,81089,-104.7935518,37.6300888,Hugs Farm,www.HugsFarm.weebly.com,,,05/01/2014 to 10/01/2014,Mon: 8:00 AM - 12:00 PM;Tue: 8:00 AM - 12:00 PM;,Call for  appointment. Come to the Market In Walsenburg at 6th & Main Fridays 3:00-6:00,Canned or preserved food; Herbs; Fresh fruits; Fresh vegetables;,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Educational tours/ classes; Pick Your Own/U-Pick operation;  Other: Call for appointment. We also offer farming services to your location;,0,1,0,0,1,0,0,0,0,0,0,Hand washing station(s); Picnic areas with tables; ,1,0,0,1,0,1,1,0,1
4017477,9/26/2014 8:57,9/26/2014 9:05,9/26/2014 9:05,5095 old state rd,Edinboro,Pennsylvania,42,16412,-80.130026,41.932811,Hulings Blueberries and Farm Market,hulingsblueberries.com,Hulings Blueberries,,7/7/2014,Mon: 9:00 AM - 7:00 PM;Tue: 9:00 AM - 7:00 PM;Wed: 9:00 AM - 7:00 PM;Thu: 9:00 AM - 7:00 PM;Fri: 9:00 AM - 7:00 PM;Sat: 9:00 AM - 7:00 PM;Sun: 10:00 AM - 6:00 PM;,,Baked goods; Bedding plants; Canned or preserved food; Cut flowers; Dairy products; Dry beans; Eggs; Herbs; Fresh fruits; Fresh vegetables; Honey; Maple products; Soap;,,,,,,,,,,,,,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,Hand washing station(s); ,1,0,0,0,0,1,1,0,0
4017668,4/30/2015 4:03,4/30/2015 9:19,4/30/2015 9:19,935 Bunch Lane,Oak Harbor,Washington,53,98277,-122.560077,48.323751,Hunters Moon Farm,www.huntersmoonorganics.com,https://www.facebook.com/pages/Hunters-Moon-Farm/764648210260935,,07/26/2015 to 09/30/2015,Tue: 9:00 AM - 6:00 PM;Thu: 9:00 AM - 6:00 PM;Sun: 9:00 AM - 6:00 PM;,We recommend you call before coming for u-pick blueberries to ensure that there is picking that day.,Fresh fruits; Honey;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,Hand washing station(s); ,1,0,0,0,0,1,0,0,0
4017155,8/5/2014 15:44,8/5/2014 15:58,8/5/2014 15:58,46 Huntoon Road,Danbury,New Hampshire,33,3230,-71.860923,43.512655,Huntoon Farm,huntoonfarm.com,https://www.facebook.com/HuntoonFarm,,06/07/2014 to 06/29/2014,Sat: 10:00 AM - 5:00 PM;Sun: 10:00 AM - 5:00 PM;,,Baked goods; Eggs; Poultry products; Prepared foods; Non-poultry meat;,07/03/2014 to 09/01/2014,Mon: 10:00 AM - 7:00 PM;Thu: 10:00 AM - 7:00 PM;Fri: 10:00 AM - 7:00 PM;Sat: 10:00 AM - 7:00 PM;Sun: 10:00 AM - 7:00 PM;,,Baked goods; Crafts and/or woodworking items; Eggs; Poultry products; Prepared foods; Non-poultry meat;,09/07/2013 to 10/27/2013,Sat: 10:00 AM - 5:00 PM;Sun: 10:00 AM - 5:00 PM;,,Baked goods; Crafts and/or woodworking items; Dairy products; Eggs; Herbs; Poultry products; Prepared foods; Non-poultry meat;,,,,,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Educational tours/ classes; Hay rides; ,0,1,0,0,0,0,0,1,0,0,0,Flush toilets; Picnic areas with tables; ,0,1,0,1,0,1,1,1,1
4017361,8/30/2014 14:35,8/30/2014 14:45,8/30/2014 14:45,220 Moores Mill Rd.,Pelzer,South Carolina,45,29669,-82.4963227,34.6826653,Hurricane Creek Farms,www.hurricanecreekfarms.com,https://www.facebook.com/HurricaneCreekFarms,,01/01/2014 to 12/31/2014,Thu: 1:00 PM - 6:00 PM;Fri: 9:00 AM - 6:00 PM;Sat: 9:00 AM - 6:00 PM;,,Canned or preserved food; Dairy products; Herbs; Fresh vegetables; Grains and/or flour; Honey; Non-poultry meat;,,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Educational tours/ classes; ,0,1,0,0,0,0,0,0,0,0,0,Hand washing station(s); Flush toilets; ,1,1,0,0,0,1,1,1,0
4017364,8/31/2014 11:50,8/31/2014 13:13,8/31/2014 13:13,975 S. Windsor St,South Royalton,Vermont,50,5068,-72.5098749,43.809669,Hurricane Flats,www.hurricaneflats.com,https://www.facebook.com/HurricaneFlats,,06/17/2014 to 10/31/2014,Mon: 7:00 AM - 8:00 PM;Tue: 7:00 AM - 8:00 PM;Wed: 7:00 AM - 8:00 PM;Thu: 7:00 AM - 8:00 PM;Fri: 7:00 AM - 8:00 PM;Sat: 7:00 AM - 8:00 PM;Sun: 7:00 AM - 8:00 PM;,,Fresh fruits; Fresh vegetables;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0
4003085,,7/27/2014 9:48,7/27/2014 9:48,1101 Shell Point Rd East,Ruskin,Florida,12,33570,-82.4200797,27.720548,Hydro Harvest Farms,http://www.hydroharvestfarms.com/,https://www.facebook.com/hydroharvestfarms,,01/01/2014 to 12/31/2014,Mon: 10:00 AM - 5:00 PM;Tue: 10:00 AM - 5:00 PM;Wed: 10:00 AM - 5:00 PM;Thu: 10:00 AM - 5:00 PM;Fri: 10:00 AM - 5:00 PM;Sat: 10:00 AM - 5:00 PM;Sun: 11:00 AM - 4:00 PM;,,Bedding plants; Canned or preserved food; Herbs; Fresh fruits; Fresh vegetables; Honey;,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Educational tours/ classes; Family/ youth activities;  Pick Your Own/U-Pick operation;  Other: Pumpkin Patch and Christmas Tree. Hydroponic Growers Classes;,0,1,0,1,1,0,0,0,0,0,0,Hand washing station(s); Picnic areas with tables; ,1,0,0,1,0,1,1,1,1
4017642,3/31/2015 15:10,3/31/2015 15:25,3/31/2015 15:25,2557 Roanoke Road,Daleville,Virginia,51,24083,-79.9099472,37.4210502,Ikenberry Orchards,Ikenberryorchards.com,Ikenberry Orchards,n/a,01/01/2015 to 12/31/2015,Mon: 9:00 AM - 5:00 PM;Tue: 9:00 AM - 5:00 PM;Wed: 9:00 AM - 5:00 PM;Thu: 9:00 AM - 5:00 PM;Fri: 9:00 AM - 5:00 PM;Sat: 9:00 AM - 5:00 PM;Sun: 12:00 AM - 5:00 PM;,,"Baked goods; Bedding plants; Canned or preserved food; Coffee and/or tea; Dairy products; Dry beans; Eggs; Herbs; Fresh fruits; Fresh vegetables; Honey; Juices; Maple products; Nuts; Prepared foods; Non-poultry meat; Soap; Wine; gift baskets, gifts, home decor;",,,,,,,,,,,,,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,Educational tours/ classes; ,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,1,0
4017173,8/9/2014 16:09,3/23/2015 17:03,3/23/2015 17:03,N8536 Pelkey Rd K 3,Stephenson,Michigan,26,49887,-87.547894,45.421889,Immerfrost Farm,ImmerfrostFarm.com,http://goo.gl/qlvwg,https://www.twitter.com/ImmerfrostFarm,05/17/2015 to 09/15/2015,Mon: 10:00 AM - 6:00 PM;Tue: 10:00 AM - 6:00 PM;Wed: 10:00 AM - 6:00 PM;Thu: 10:00 AM - 6:00 PM;Fri: 10:00 AM - 6:00 PM;Sat: 3:00 PM - 6:00 PM;Sun: 12:00 PM - 6:00 PM;,Open by appointment or by chance.  Call ahead to be certain.,Bedding plants; Cut flowers; Herbs; Fresh fruits; Fresh vegetables;,,,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,1,0
4000924,,7/30/2014 13:58,7/30/2014 13:58,,Angier,North Carolina,37,27501,-78.716179,35.512589,In Theory Farm,http://www.intheoryfarm.com/,https://www.facebook.com/intheoryfarm,,01/01/2014 to 12/31/2014,,By appointment only,Dairy products; Eggs; Pet food; Poultry products; Non-poultry meat; Soap;,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0
4017151,8/5/2014 11:32,3/23/2015 12:38,3/23/2015 12:38,824 Indian Valley Post  Office Rd,Indian Valley,Virginia,51,24105,-80.56288,36.90094,Indian Valley Farms LLC,,https://www.facebook.com/pages/Indian-Valley-Farms/127404783941073,,01/01/2014 to 12/31/2014,,call ahead to find out what is available and when I will be here,Eggs; Fresh fruits; Fresh vegetables; Honey; baby ginger;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0
4017342,8/28/2014 14:38,8/28/2014 15:15,8/28/2014 15:15,1400 Seeley Chapel Rd,Connerville,Oklahoma,40,74836,-96.628693,34.460187,Inslee Fish Farm,,https://www.facebook.com/pages/Inslee-Fish-Farm/123937417683643,,01/01/2014 to 12/31/2014,Mon: 9:00 AM - 4:00 PM;Tue: 9:00 AM - 4:00 PM;Wed: 9:00 AM - 4:00 PM;Thu: 9:00 AM - 4:00 PM;Fri: 9:00 AM - 4:00 PM;Sat: 9:00 AM - 4:00 PM;,,Crafts and/or woodworking items; Eggs; Fish and/or seafood; Herbs;,,,,,,,,,,,,,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Educational tours/ classes; ,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0
4017172,8/8/2014 15:41,3/25/2015 11:26,3/25/2015 11:26,4505 Tryon Road,Raleigh,North Carolina,37,27606,-78.715832,35.748489,Inter-Faith Food Shuttle Tryon Road Farm Stand,http://foodshuttle.org/,https://www.facebook.com/InterFaithFoodShuttle,https://twitter.com/FoodShuttle,05/09/2015 to 05/30/2015,Fri: 2:00 PM - 6:00 PM;Sat: 9:00 AM - 1:00 PM;,Closed Memorial Weekend (May 22-23),Cut flowers; Eggs; Herbs; Fresh vegetables;,06/01/2015 to 10/31/2015,Thu: 2:00 PM - 6:00 PM;Fri: 2:00 PM - 6:00 PM;Sat: 9:00 AM - 1:00 PM;,Closed July 3rd and July 4th,Cut flowers; Eggs; Herbs; Fresh vegetables;,,,,,,,,,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Celebrations/ corporate events; Educational tours/ classes; Family/ youth activities;  ,1,1,0,1,0,0,0,0,0,0,0,Hand washing station(s); Picnic areas with tables; ,1,0,0,1,0,1,1,1,1
